        Freq    Re(Vin)    Im(Vin)   Re(Vout)   Im(Vout)    Re(Iin)    Im(Iin)   Re(Iout)   Im(Iout)    Re(Pin)    Im(Pin)   Re(Zout)   Im(Zout)   Re(Pout)   Im(Pout)    Re(Zin)    Im(Zin)     Re(Av)     Im(Av)     Re(Ai)     Im(Ai)
          Hz          V          V          V          V          A          A          A          A          W          W       Ohms       Ohms          W          W       Ohms       Ohms                                            
        10.08.067485374323251e-171.9984525382686456e-082.0000000008077792e-071.9984484615991093e-08        0.1-3.9969050765372906e-10-0.101020000000000014.0688719322838726e-107.986027889846827e-201.9984525382686456e-098.144119623719007e-182.038013986236771e-092.0000000000090183e-081.998448541537211e-097.986027889846812e-181.9984525382686453e-070.9998000399920017        0.01.5968862007292168e-193.996105855366217e-09
 4897964.2857142851.9353865429989664e-050.009788310891847381.9553825948104243e-050.0097882909236931620.0999996129226914-0.0001957662178369476-0.101019605103729760.000199720695437253951.9158449247663652e-080.0009788310891847381.953771222515448e-060.0009982081477632253.91583327489707e-080.00097882913152255961.9158524140058332e-060.097883491553850290.9998000399920017        0.03.83093864028361e-080.0019572783754019255
 5102045.7142857152.100027759573958e-050.0101961529553265242.12002347551735e-050.0101961321551744970.09999957999444808-0.00020392305910653047-0.101019571510335960.00020804230490048242.078823757250012e-080.00101961529553265242.1199764178364005e-060.00103979973013871874.078811116340606e-080.00101961325630206152.078832574892768e-060.101961962038385620.9998000399920017        0.04.1568337830289306e-080.002038831474472818
 5306127.1428571432.2713888960576352e-050.0106039946035852.2913842624243006e-050.010603972971436010.09999954572222079-0.00021207989207169998-0.101019536545809670.000216363905891548342.2484546585405487e-080.00106039946035852.292965370059753e-060.00108139127102094084.248440986138772e-080.00106039733955957952.2484649739287026e-060.106040432522514010.9998000399920017        0.04.496030741709063e-080.002120384573535573
 5510208.5714285722.449469938493278e-050.0110118358200145242.4694649415746023e-050.011011813355869450.09999951010601232-0.00022023671640029047-0.101019500210153780.000224685498071576332.4247376148220634e-080.00110118358200145262.472738065379285e-060.00112298276875021324.424722870477476e-080.00110118137963428852.4247496111122856e-060.110118903006219280.9998000399920017        0.04.848529516321306e-080.0022019376725898676
   5714290.02.634270872376862e-050.0114196765880068432.6542654984642753e-050.0114196532918666040.09999947314582552-0.00022839353176013687-0.10101946250337120.00023300708110169162.6076726117371782e-080.00114196765880068442.659294489447374e-060.00116457422166686294.607656755000823e-080.00114196537486536662.6076864864421075e-060.114197373489485070.9998000399920017        0.05.214330106862843e-080.0022834907716353745
 5918371.4285714292.8257916826570796e-050.01182751689095382.8457859180420564e-050.0118274927628193430.09999943484166346-0.000236550337819076-0.101019423425465060.000241328654643021312.7972596343863294e-080.00118275168909537982.8526346273750145e-060.00120616562811122274.797242624810859e-080.00118274932359200162.7972755999167107e-060.11827584397229520.9998000399920017        0.05.593432513330756e-080.0023650438706717698
 6122452.8571428573.0240323537353276e-050.0122353567122472733.0440261847093338e-050.012235331752119580.09999939519352924-0.0002447071342449455-0.101019382976438550.000249650218356693432.9934986673286146e-080.0012235356712247273.052758463731804e-060.00124775698642363144.993480464462657e-080.00122353322415338482.9935169515345815e-060.122354314454633350.9998000399920017        0.05.98583673572202e-080.0024465969696987272
 6326534.2857142863.228992869465712e-050.0126431960352792123.2489862823202554e-050.01264317024315930.09999935420142611-0.0002528639207055843-0.10101934115629490.00025797177190383843.196389694580946e-080.00126431960352792133.2596659825459567e-060.00128934829494443445.196370257974231e-080.00126431707488871423.1964105412941517e-060.12643278493648320.9998000399920017        0.06.391542774033496e-080.002528150068715921
 6530615.7142857153.440673213155065e-050.0130510348434416423.460666194181686e-050.0130510082193305620.09999931186535736-0.00026102069686883287-0.10101929796503760.000266293314945581953.4059326996188956e-080.00130510348434416433.4733571673043066e-060.00133093955201398425.4059119888208995e-080.00130510087413719563.405956369193804e-060.130511255417828540.9998000399920017        0.06.810550628261957e-080.002609703167723026
 6734697.1428571433.659073367562931e-050.0134588731201266463.6790659030532706e-050.0134588456640254810.09999926818532648-0.00026917746240253293-0.101019253402670070.00027461484714306413.622127665376106e-080.00134588731201266473.693832000952308e-060.00137253075597263965.6221056399431226e-080.00134588462023804053.6221544352318658e-060.134589725898653030.9998000399920017        0.07.24286029840405e-080.002691256266719717
 6938778.5714285723.8841933149015845e-050.0138667108487263973.9041853911472206e-050.0138666825606362650.09999922316133703-0.00027733421697452793-0.101019207469196030.000282936368157413373.844974574244286e-080.00138667108487263993.921090465894038e-060.0014141219051607675.844951193722742e-080.001386668311530473.845004739406612e-060.138668196378940480.9998000399920017        0.07.688471784456333e-080.0027728093657056687
   7142860.04.116033036836019e-050.0142745480126331184.136024640128593e-050.0142745188925551720.09999917679339264-0.00028549096025266233-0.101019160164619160.00029125787764976614.07447340807368e-080.0014274548012633124.155132543992197e-060.0014557129979187396.07444863201267e-080.00142745194635370934.0745072817162605e-060.142746666858674510.9998000399920017        0.08.147385086415239e-080.0028543624646805545
 7346941.4285714294.354592514483969e-050.0146823845952391324.3745836311152256e-050.0146823546431745590.09999912908149709-0.00029364769190478267-0.101019111488943330.00029957937528125924.3106241481726e-080.0014682384595239134.395958216568128e-060.0014973040325869376.31059793612791e-080.00146823552304699424.310662062158986e-060.146825137337838970.9998000399920017        0.08.619600204277116e-080.002935915563644051
 7551022.8571428574.599871728415894e-050.0150902205799368274.619862344677566e-050.0150901897958868450.0999990800256543-0.00030180441159873657-0.101019061442172510.000307900860713031074.553426775307807e-080.00150902205799368264.643567464401797e-060.00153889500750574936.553399086830057e-080.00150901903994956664.553469080732897e-060.150903607816417480.9998000399920017        0.09.105117138038189e-080.0030174686625958308
 7755104.2857142864.8518706586549984e-050.0154980559501186844.871860760838841e-050.0154980243340845460.09999902962586828-0.00030996111900237364-0.101019010024310780.00031622233360622324.802881269703963e-080.00154980559501186864.897960267731817e-060.00158048592101557266.802852064342247e-080.00154980249540067854.802928337436062e-060.154982078294393840.9998000399920017        0.09.603935887694586e-080.00309902176153557
 7959185.7142857155.1105892846772284e-050.0159058906891772455.130578859075083e-050.015905858241160240.09999897788214307-0.000318117813783545-0.101018957235362350.000324543793621972555.058987611044643e-080.00159058906891772475.159136606255437e-060.00162207677145681087.058956848352375e-080.00159058588773958675.059039832266485e-060.159060548771751710.9998000399920017        0.01.0116056453242323e-070.003180574860462942
 8163267.1428571445.376027585411272e-050.0163137247805051625.396016618314974e-050.016313691500506610.09999892479448291-0.0003262744956101033-0.101018903075331460.000332865240421427355.321745778470814e-080.00163137247805051615.427096459128559e-060.00166366755716987777.32171341799675e-080.00163136921530556025.321803565222125e-060.163139019248474850.9998000399920017        0.01.0641478834677315e-070.0032621279593776217
 8367348.5714285725.648185539238576e-050.0167215582074951645.6681740169400646e-050.016721524095516420.09999887036289215-0.0003344311641499033-0.101018847544222580.000341186673665733165.5911557505826966e-080.00167215582074951635.701839804965734e-060.00170525827649519497.591121751881691e-080.00167215247643787475.591219536300882e-060.167217489724546970.9998000399920017        0.01.1180203031995366e-070.0033436810582792836
   8571430.05.9270631239933364e-050.0171293909535400685.9470510327845356e-050.0171293560095825240.09999881458737521-0.00034258781907080135-0.101018790642040170.00034950809301603155.867217505437902e-080.0017129390953540075.983366621840163e-060.00174684892777319237.86718182805888e-080.00171293566947581645.867287745500605e-060.171295960199951770.9998000399920017        0.01.1732229045192173e-070.003425234157167602
 8775511.428571436.212660316962518e-050.017537223002032796.232647643135479e-050.0175371872260978650.0999987574679366-0.00035074446004065585-0.101018732368788930.000357829498133477066.149931020552789e-080.0017537223002032796.271676887283717e-060.00178843950934431048.149893624053146e-080.00175371879275867846.150008192819098e-060.175374430674673070.9998000399920017        0.01.2297556874263343e-070.003506787256042253
 8979592.8571428586.50497709488584e-050.0179450543363663436.524963824732573e-050.0179450177284554980.09999869900458104-0.00035890108672732683-0.101018672724473580.000366150888679218856.439296272902205e-080.00179450543363663456.566770578286923e-060.00183003001954899738.439257116830104e-080.00179450184462576756.439380878254098e-060.17945290114869450.9998000399920017        0.01.2876186519204356e-070.0035883403549029093
 9183674.2857142856.804013433955792e-050.0183528849399338086.823999553768386e-050.018352847500048530.0999986391973132-0.00036705769879867616-0.101018611709098910.000374472264314408466.735313238918814e-080.00183528849399338056.868647671298977e-060.0018716204567277118.735272282826145e-080.00183528482341639256.735405801803296e-060.183531371621999780.9998000399920017        0.01.346811798001059e-070.003669893453749246
 9387755.7142857157.109769309817651e-050.0187607147961284187.129754805888246e-050.0187606765242702320.09999857804613804-0.00037521429592256837-0.101018549322670010.00038279362470020637.037981894493857e-080.00187607147961284187.177308142227751e-060.00191321081922092039.03793909793234e-080.00187606772746988247.038082963464331e-060.18760984209457270.9998000399920017        0.01.4073351256677327e-070.003751446552580938
 9591837.1428571447.42224469756946e-050.0191685438883434647.442229556190285e-050.019168504784513930.09999851555106049-0.00038337087776686924-0.101018485565191910.000391114969497762157.347302214976727e-080.00191685438883434647.492751966439799e-060.00195480110536910279.347257537502402e-080.00191685055512556857.3474123632347884e-060.191688312566396980.9998000399920017        0.01.4691886349199737e-070.0038329996513976603
 9795918.571428577.741439571762044e-050.0195763721999723537.761423779225284e-050.0195763322641730670.09999845171208566-0.00039152744399944704-0.101018420436669780.00039943629836823497.663274175175054e-080.0019576372199972357.814979118760343e-060.00199639131351274639.663227576334051e-080.00195763330472279557.663394001112194e-060.195766783037456230.9998000399920017        0.01.5323723257572872e-070.003914552750199085
  10000000.08.067353906399035e-050.0199841997144086038.087337448997047e-050.0199841589466411840.09999838652921873-0.00039968399428817205-0.101018353937108920.000407757610972793057.985897749355553e-080.00199841997144086058.143989573473317e-060.002037981441992359.985849188706793e-080.00199841597460091777.986027877094031e-060.199845253507734330.9998000399920017        0.01.5968861981791708e-070.00399610584898489
